Domaine	Title	Nb_words_title	Text	Nb_words_text	Tag	URL
faits-divers	HÉRAULT : UNE MÈRE DE FAMILLE LAISSE MOURIR DE FAIM SA FILLE DE 13 ANS	15	Un drame familial pour l'heure inexpliqué. Une mère de famille de Montblanc, dans l'Hérault, a été mise en examen et incarcérée jeudi, neuf mois après le décès de sa fille de 13 ans. Elle est accusée de l'avoir laissée mourir de faim. Au moment de sa mort à la suite d'un arrêt cardiaque, en août 2020, l'adolescente ne pesait que 28 kilos pour 1,45 mètre, selon les informations de Midi Libre. Elle avait perdu des dents et avait les cheveux arrachés. Elle avait été déscolarisée lors du premier confinement au printemps 2020. La mère de famille aurait également fait subir des sévices physiques à deux autres de ses enfants, un garçon de 12 ans et une fille de 16 ans. Cette gérante d'une onglerie est ainsi poursuivie pour privation de soins et d'aliments suivie de mort d'une mineure de moins de 15 ans par ascendant et délit de violence sur les deux autres enfants, selon une source proche du dossier interrogée par l'AFP. Le beau-père de la victime a également été mis en examen, pour les mêmes motifs que la mère, et placé en détention provisoire. Selon la soeur aînée, qui a elle aussi été mise en examen pour non dénonciation des faits et placée sous contrôle judiciaire, l'arrivée de cet homme dans le foyer aurait d'abord contribué à améliorer la situation, rapporte Midi Libre. Après son départ, les mauvais traitements auraient repris, et il aurait ensuité laissé faire à son retour auprès de la mère. Une information judiciaire a été ouverte. Quant aux deux autres enfants, ils ont été placés dans des familles d’accueil et confiés aux services de l’aide sociale à l’enfance.	274	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-28/herault-une-mere-de-famille-laisse-mourir-de-faim-sa-fille-de-13-ans-1086656
faits-divers	MEURTHE-ET-MOSELLE : UN APPEL À TÉMOINS LANCÉ APRÈS LA DISPARITION INQUIÉTANTE D'UN HOMME DE 57 ANS	16	"Le commissariat de Nancy, en Meurthe-et-Moselle, a émis ce jeudi 27 mai un appel à témoins pour retrouver Willy Pepino, 57 ans. L'homme n’a plus donné signe de vie depuis le vendredi 21 mai. [#AppelàTémoins]

Les Policiers Nancéiens recherchent Willy PEPINO disparu à LUDRES (54) le 21 mai 2021.

Aidez-nous à le retrouver ! pic.twitter.com/iNVrGkCuBp — Police Nationale 54 (@PoliceNat54) May 27, 2021 Selon la desciption de l'avis de recherche, Willy Pepino a les yeux bleus, est de corpulence normale et mesure 1,80 m. Les cheveux poivre et sel avec une barbe blanche, il a été aperçu pour la dernière fois avec une chemise blanche à carreaux, un pantalon de couleur foncée ainsi qu’une veste blanche et des baskets grises et bleues. Toute personne susceptible de l'avoir aperçu ou d’avoir des informations sur Willy Pepino est priée de contacter la police de Nancy à ce numéro : 03 83 17 27 53."	150	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-27/meurthe-et-moselle-un-appel-temoins-lance-apres-la-disparition-inquietante
faits-divers	STALINGRAD : DEUX HOMMES SOUPÇONNÉS DE VIOL EN GARDE À VUE	11	Dans un quartier gangréné par le trafic de crack, deux hommes, soupçonnés d'avoir violé une femme après lui avoir fourni de la drogue dans le quartier de Stalingrad à Paris dans la nuit de mercredi à jeudi, ont été placés en garde à vue. Selon les premiers éléments, le viol s'est produit vers 5 heures 45 dans des «toilettes publiques» du quartier du XIXe arrondissement gangrené par le trafic de crack, ont précisé les sources policières. La victime «cherchait à se procurer de la drogue», a expliqué à l'AFP l'une des sources. Les suspects «lui ont dit qu'ils pouvaient lui en fournir», elle les a suivis dans les toilettes, où elle dit avoir «consommé une galette de crack» avant d'être violée. En sortant, elle a «rencontré un véhicule de police» et a expliqué les faits aux policiers, a ajouté la source. Les deux suspects ont été interpellés dans la foulée. Le deuxième district de la police judiciaire parisienne a été chargé de l'enquête ouverte pour «viol en réunion», a précisé le parquet de Paris. Dans la nuit de vendredi à samedi, un homme avait été placé en garde à vue après avoir été filmé en train de violer une femme par des habitants du quartier Stalingrad, habitués à faire des vidéos pour dénoncer les nuisances liées au trafic. Au début du mois de mai, deux nuits de suite, des tirs de mortiers d'artifice ont visé des fumeurs de crack, selon des témoignages de riverains. Une enquête a été ouverte pour «violences avec arme».	253	PARIS	https://www.cnews.fr/faits-divers/2021-05-27/stalingrad-deux-hommes-soupconnes-de-viol-en-garde-vue-1086285
faits-divers	UNE VOITURE SANS PERMIS ARRÊTÉE SUR L’AUTOROUTE POUR EXCÈS DE LENTEUR	11	"Pour une fois, il ne s’agit pas d’un excès de vitesse mais bien d’un excès de lenteur. Les gendarmes de l’Hérault ont arrêté, le 16 mai dernier, un automobiliste au volant d’une voiture sans permis, une catégorie de véhicule pourtant interdite sur l'autoroute. Un appel au numéro 17 a signalé aux gendarmes la présence d’une voiture sans permis sur l’autoroute A75, qui circulait en plus sur la voie de gauche, raconte France Bleu. Lorsqu’ils ont intercepté le véhicule, celui-ci roulait à une allure de 48 km/h. Qui plus est, la vitesse des voitures sans permis est limitée à 45 km/h selon la loi. #Insolite 16/05 appel du 17 présence d'un sans permis sur l'A75. Ni 1 ni 2 l'EDSR 34 intercepte le véhicule roulant à 48 km/h

Le chauffeur a été escorté jusqu'à un lieu sécurisé hors autoroute avec une amende de 22 € pour excès de lenteur#NotreEngagementVotreSécurité pic.twitter.com/JrMUZC2lxC — Gendarmerie de l'Hérault (@Gendarmerie_034) May 26, 2021 L’automobiliste s’est fait escorter hors de l’autoroute par l’escadron de gendarmerie, et a écopé d’une amende de 22 euros pour «excès de lenteur», ont précisé les gendarmes sur Twitter. Le code de la route stipule que l'on ne peut pas rouler à moins de 80 km/h sur la voie de gauche lorsque la circulation est fluide et les conditions météorologiques sont bonnes, car il est interdit de circuler sur l’autoroute à une allure susceptible de gêner ou surprendre les autres usagers."	237	INSOLITE	https://www.cnews.fr/faits-divers/2021-05-27/une-voiture-sans-permis-arretee-sur-lautoroute-pour-exces-de-lenteur-1086144
faits-divers	MAIRE FRAPPÉ À COUPS DE BARRE DE FER EN CÔTE-D'OR : LES 2 AGRESSEURS MIS EN EXAMEN	17	C’est une banale remarque qui a entraîné une pluie de coups. Le maire d’Ouges en Côte-d’Or, a été agressé, dimanche 23 mai, après avoir demandé à un jeune homme faisant du quad de ralentir. Interpellées et placées en garde à vue mercredi, deux personnes ont mises en examen vendredi. Dimanche en fin d'après-midi, le maire de cette commune située au sud de Dijon, Jean-Claude Girard, avait demandé à un jeune homme faisant du quad à vive allure le long d'un canal fréquenté par des promeneurs de ralentir «au nom de ses pouvoirs de police», mais le ton était monté et le quadiste avait menacé d'appeler du renfort. Peu après, «sept à huit personnes» étaient arrivées sur les lieux, armées de barres de fer, et s'en étaient pris au maire en lui assénant «un coup derrière la tête», ainsi qu'à un habitant, intervenu après avoir été témoin de la scène. Un autre habitant avait finalement mis en fuite les agresseurs en exhibant une carabine de chasse. Le maire s'était vu reconnaître une interruption totale de travail de deux jours. Son agression a suscité de nombreuses réactions de soutien et d'indignation dans le personnel politique local et jusqu'au gouvernement.	197	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-26/maire-frappe-coups-de-barre-de-fer-en-cote-dor-les-2-agresseurs-mis-en
faits-divers	CHARENTE-MARITIME : UN DÉTENU A TENTÉ DE TUER LA PSYCHOLOGUE DE LA PRISON	13	Lorsque les surveillants pénitentiaires sont intervenus, l'agresseur s'était déjà jeté sur la psychologue et tentait de l'étrangler. Mardi 25 mai, cette thérapeute a été violemment attaquée par un détenu de la prison de Saint-Martin-de-Ré (Charente-Maritime), où elle travaille. Le mis en cause, âgé de 63 ans et condamné à la réclusion criminelle à perpétuité pour meurtre et tentatives d'assassinat, avait rendez-vous avec la victime aux alentours de 10h ce jour-là. Le détenu s'est rapidement montré violent, infligeant des coups à la psychologue. Les surveillants pénitentiaires sont intervenus après avoir été alertés par les infirmiers de l'unité sanitaire, qui avaient entendu les cris de la victime. Sous le choc, cette dernière a néanmoins pu être mis à l'abri sans que ses jours soient en danger, même si un drame a été évité de justesse. Selon les premiers éléments, révélés par Sud-Ouest, l'agression était préméditée. Une «fourchette taillée en pointe» a effectivement été retrouvée sur le détenu, peu après les faits. L'homme, condamné en 1987 pour le meurtre d'une auto-stoppeuse de 16 ans, a également trois tentatives d'assassinats à son actif. Après l'agression de cette psychologue, il a d'abord été placé en quartier disciplinaire, avant d'être mis en garde à vue, ce mercredi 26 mai. En réaction, le secrétaire local du syndicat pénitentiaire FO a déploré auprès de Sud-Ouest le manque de «moyens de défense pour les surveillants affectés sur ces unités sanitaires».	231	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-26/charente-maritime-un-detenu-tente-de-tuer-la-psychologue-de-la-prison
videos	BORDEAUX : 2 POLICIERS PRIS À PARTIE	7		1	DÉLINQUANCE	https://www.cnews.fr/videos/faits-divers/2021-05-25/bordeaux-2-policiers-pris-partie-1085154
videos	MAIRE AGRESSÉ À OUGES : UNE ENQUÊTE A ÉTÉ OUVERTE	10		1	FAITS DIVERS	https://www.cnews.fr/videos/faits-divers/2021-05-25/ouges-le-maire-agresse-coups-de-barre-de-fer-1085139
faits-divers	SUSPECTÉ DE VENDRE DE LA DROGUE, UN HOMME SAUVÉ DE LA NOYADE PAR UN POLICIER	15	A Nancy vendredi, un Mexicain de 19 ans qui tentait de fuir une patrouille de police en se jettant dans l'eau a été secouru par un des policiers alors qu'il était en train de se noyer. Les fonctionnaires l'avaient surpris un peu plus tôt à quelques rues de là en train de tendre un petit sachet à une femme contre un billet et le suspectaient donc de vendre des stupéfiants. L'affaire a commencé sur une tentative de contrôle, elle s'est terminée par un sauvetage dans l'eau. Vendredi vers 18h30 à Nancy, une patrouille de trois policiers a aperçu sous un porche un individu qui tendait un petit sachet à une femme, qui elle même semblait lui remettre un billet. Pensant qu'il pouvait s'agir d'une vente de stupéfiants, les agents se sont approchés pour contrôler les identités mais l'homme a pris la fuite en courant. Pendant la course-poursuite, il s'est débarrassé d'un sachet qui, après avoir été retrouvé par un des policiers, s'est avéré être de la drogue. Acculé, le suspect s'est jeté dans le canal entre deux péniches, refusant de regagner la berge malgré les injonctions des policiers. Voyant l'homme faiblir, sans prise pour se tenir à la péniche, et la tête immergée de plus en plus fréquemment, l'un des agents a sauté dans l'eau pour le secourir. Selon le rapport d'intervention, l'individu, un Mexicain de 19 ans, a remercié les policiers de lui avoir sauvé la vie. Il devra répondre des suspicions de vente de drogue pesant sur lui.	250	FAITS DIVERS	https://www.cnews.fr/faits-divers/2021-05-24/suspecte-de-vendre-de-la-drogue-un-homme-sauve-de-la-noyade-par-un-policier
faits-divers	PARIS : L'HOMME SOUPÇONNÉ D'AVOIR VIOLÉ UNE FEMME À STALINGRAD MIS EN EXAMEN	13	Dans un quartier gangréné par le trafic de crack, l'homme de 38 ans soupçonné d'avoir violé une jeune femme de 28 ans à Stalingrad (19e), a été mis en examen et placé en détention provisoire, ce lundi 24 mai. La scène avait été filmée par des riverains. «Les policiers sont mobilisés au quotidien sur le secteur Stalingrad. Grâce à un appel des riverains, les forces de l’ordre ont pu immédiatement interpeller l’auteur du viol et le présenter à la justice», avait communiqué la préfecture de police de Paris ce lundi. Cet homme de 38 ans – en état d'ivresse avancé – a été filmé dans la nuit de vendredi à samedi par une habitante du quartier Stalingrad, sans savoir qu'elle enregistrait une scène d'une extrême violence. Ce n'est que quelques minutes plus tard, après avoir diffusé cette vidéo sur un groupe de riverains – qui ont pris l'habitude de recenser les nuisances quotidiennes liées au trafic de crack – qu'une tierce personne a réalisé qu'il s'agissait d'un viol et a immédiatement contacté la police. Alertés peu avant 01h par des habitants, des policiers ont interpellé un suspect «désigné par la victime», a précisé cette source. Sur les images, diffusées ensuite sur Twitter, on distingue en effet un homme en train de violer, sur la voie publique, une femme qui appelle au secours. Selon une source policière, les faits se sont produits avenue de Flandre, devant les locaux de la Caisse régionale d'assurance maladie d'Ile-de-France (CRAMIF). Sur une seconde vidéo, postée également sur les réseaux sociaux par des riverains, on voit un homme menotté être emmené par les forces de l'ordre. A l'issue de sa garde à vue, le suspect a été mis en examen pour «viol par personne en état d'ivresse, trafic de stupéfiants et usage de stupéfiants».  L'enquête a été confiée au 2e district de police judiciaire.	309	AGRESSIONS SEXUELLES	https://www.cnews.fr/faits-divers/2021-05-24/paris-lhomme-soupconne-davoir-viole-une-femme-stalingrad-presente-la-justice
